Glottocode	L2_prop	L1_scaled	L1_log10_scaled	All_users_scaled	All_Users_log10_scaled	number_of_lgs_in_ethnologue	ISO_639
ibal1244	0	-0.08370008801624886	0.6967605411645142	-0.07682625870250873	0.6529510929236388	1	ibl
iban1264	0.4720798489344483	-0.05522024850847761	1.1747861895422158	-0.0435879338743594	1.3407452542861291	1	iba
iban1267	0	-0.07682358207631008	0.9146878496766888	-0.0729110038756635	0.8879002255960166	1	ibg
ibat1238	0	-0.0886016272812636	-0.4393370388891373	-0.07961703288840162	-0.5718845776820056	1	ivb
ibib1240	0.431075773541527	0.16500732868103968	1.682139635940162	0.17421209892185877	1.8675360880925824	1	ibb
icel1247	0	-0.07469699058097126	0.9560738756966428	-0.07170019308169691	0.9325188233501456	1	isl
idaa1241	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	dbj
idii1243	0	-0.08858582413096684	-0.3740061895763568	-0.07960803509780577	-0.5014508789978867	1	idi
idom1241	0	-0.04906129101444549	1.2171177176315569	-0.05710407445051201	1.213952227317721	1	idu
idum1241	0	-0.08848032742493177	-0.1412908871970962	-0.0795479687659902	-0.2505586946870668	1	clk
idun1242	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	viv
igna1246	0	-0.08860846107598652	-0.47389580087891914	-0.07962092382487551	-0.6091426487845393	1	ign
ikkk1242	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	ikx
ilaa1246	0	-0.08511382929955304	0.6126484423026394	-0.07763119618554336	0.5622691824748308	1	ilb
ilia1236	0	-0.08803100542189973	0.1778672860056864	-0.07929213969283236	0.09352822352082332	1	mbi
iliu1237	0	-0.08859479348654069	-0.408975024286982	-0.07961314195192774	-0.5391510527022121	1	ilu
ilok1237	0	0.18820379064365303	1.704047916967273	0.07798680808742499	1.7389154767010504	1	ilo
ilon1239	0	-0.08841070814119201	-0.05715365215223177	-0.0795083298506625	-0.15984968472313874	1	ilk
imba1240	0	-0.08224790663762825	0.761116338732611	-0.07599943470180849	0.7223335807095546	1	qvi
imon1245	0	-0.08864391138611168	-0.8394827470731148	-0.07964110805783378	-1.0032847896253736	1	imn
inap1242	0	-0.08865441834549816	-1.819933972208034	-0.07964709037266238	-2.0603169098571086	1	inp
indo1316	0.780786684458486	1.7744655030644738	2.1813780100760254	4.7594698932733195	2.663197321766413	1	ind
ines1240	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	inz
inga1252	0	-0.08794558298786323	0.19600793355027102	-0.07924350298690881	0.11308579726325012	2	inb, inj
ingr1248	0	-0.08864946384432404	-1.0221680490443878	-0.0796442694437188	-1.2002392399105437	1	izh
ingu1240	0	-0.07473073244241568	0.9554678875637924	-0.0717194045805367	0.9318655028131508	1	inh
iqui1243	0	-0.0886530942977706	-1.325684040253343	-0.07964633650372056	-1.5274621995918778	1	iqu
iran1262	0	-0.08303806415246594	0.5801748431078947	-0.076449324231601265	0.5272591416605588	2	ilm, ilp
iraq1241	0	-0.06289972532835954	1.1094498170970644	-0.06498322081012599	1.0978746231847738	1	irk
irar1238	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	irh
iray1237	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	iry
iris1253	0.8595151666875287	-0.0814641558053433	0.7900112783802102	-0.05050528937433531	1.2832547984862643	1	gle
iron1242	0	-0.06297446995814149	1.108722150201322	-0.06502577792780909	1.0970901198235554	1	oss
irul1243	0	-0.08814632570784903	0.1266748117476467	-0.07935779924582914	0.03833721736196217	1	iru
isco1239	0	-0.08865108687057074	-1.1165448647131329	-0.07964519354113135	-1.3019876216858075	1	isc
isin1239	0	-0.0884256570671484	-0.07298793246690814	-0.07951684127419913	-0.17692074594911944	1	inn
isir1237	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	srl
isna1241	0	-0.08726220351557118	0.378977426521828	-0.07885440933952047	0.3103466360845144	1	isd
isth1240	0	-0.08843505353489241	-0.08347914889573163	-0.07952219131185072	-0.1882314082862931	1	nhk
isth1241	0	-0.08836415291464211	-0.013420207076488	-0.07948182284593418	-0.11270031615858804	1	nhp
isth1242	0	-0.0875184708176807	0.3280537079446312	-0.0790003194572911	0.25544537752335417	1	nhx
ital1282	0.04538246896779747	2.6785932022814953	2.2804244077331473	1.5708350505658262	2.3728480262230245	1	ita
iton1250	0	-0.08865454647914922	-2.04934534180724	-0.07964716332772126	-2.3076470984438435	1	ito
itza1241	0	-0.08863707759138875	-0.7160153998213409	-0.07963721712135989	-0.8701736786397443	1	itz
iumi1238	0	-0.05288821605928098	1.1916672452248078	-0.05928299887588674	1.1865138743233603	1	ium
ivat1242	0	-0.08715969659472737	0.396762099989166	-0.07879604529241221	0.32952043139516074	1	ivv
iwai1244	0	-0.08864946384432404	-1.0221680490443878	-0.0796442694437188	-1.2002392399105437	1	ibd
iwal1237	0	-0.08856489563462791	-0.3075184523926853	-0.07959611910485449	-0.42976993046829953	1	kbm
iwam1256	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	iwm
iyoo1238	0	-0.08835988179294028	-0.00976564462915742	-0.079479391010638	-0.10876030385283614	1	nca
jahh1242	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	jah
jalk1242	0	-0.08863323358185711	-0.6664389870842219	-0.07963502846959333	-0.8167249610232312	1	bxl
jama1261	0	-0.088621274441092	-0.5552826215427131	-0.07962821933076404	-0.6968864155316631	1	jaa
jama1262	0	0.04132760333694345	1.5147413190506691	-0.00563963044457416	1.5348225555645518	1	jam
jamb1236	0	-0.04594337217211301	1.2360961446984875	-0.05532883468430269	1.2344130177037604	1	jax
jams1239	0	-0.08310213097799332	0.7252884905438178	-0.07648580176104391	0.6837072978680707	1	djm
japa1238	0	-0.08327297584606633	0.7174638639952157	-0.07658307517289101	0.6752715068989154	1	jsl
jaqa1244	0	-0.08862298288977273	-0.5684456856903823	-0.0796291920648825	-0.7110776177537241	1	jqr
jara1266	0	-0.07743008135796929	0.9015123922406318	-0.07325632448772067	0.8736956620729898	1	jra
jaru1254	0	-0.08864519272262222	-0.8713523565014615	-0.07964183760842262	-1.0376436643571243	1	ddj
java1254	0	2.8275989708687352	2.293555422214531	1.5807710432189468	2.37446812041189	1	jav
jeha1242	0	-0.08860120016909342	-0.43732764104148447	-0.079616789704872	-0.5697182301750185	1	jhi
jehh1245	0	-0.08751419969597887	0.32899314707134447	-0.07899788762199492	0.25645819418009475	1	jeh
jenn1240	0	-0.08434075627152265	0.6620922608869417	-0.07719103399693529	0.6155749493000254	1	xuj
jeru1240	0.6728624535315985	-0.0885794174484141	-0.35171660148389283	-0.07951635490713989	-0.17591562302082026	1	jee
jiba1237	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	juo
jina1244	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	jia
jita1239	0	-0.0730649949787038	0.9837595665010366	-0.07077098881502761	0.9623669827494274	1	jit
jjuu1238	0	-0.06388208331977936	1.0997131857711069	-0.06554254292824674	1.0873774849380695	1	kaj
juan1238	0	-0.08735616819301134	0.36148473652316254	-0.07890790971603637	0.29148763043096815	1	jun
juho1239	0	-0.08671122881603571	0.46244849251445247	-0.07854070258631361	0.40033744399241966	1	ktz
juku1254	0.942507068803016	-0.0885503738208417	-0.2699644178999595	-0.07861511674637664	0.38154538863622867	1	jbu
jurm1239	0	-0.08096657012708065	0.8067638408808059	-0.07526988411295535	0.771546509147019	1	bex
kaba1278	0	-0.00793038902586763	1.3954755306321562	-0.03368550054832604	1.4062411779587642	1	kbd
kaba1281	0	-0.08551531473952462	0.328501165305706	-0.077859788703384	0.2559277847976427	2	ksp, lak
kaby1243	0	0.20260174190050617	1.71674106206356	0.08618452487083818	1.7526000555251433	1	kab
kach1280	0	-0.0485060451932082	1.2206044388736648	-0.05678793586200898	1.2177112887097807	1	kac
kach1284	0	-0.08853371644620459	-0.23285407715237952	-0.07957836670719241	-0.34927368461458275	1	kcx
kada1242	0	-0.08857087520501046	-0.3247836601797487	-0.07959952367426915	-0.4483836857735568	1	kej
kado1242	0	-0.0878217204585103	0.20745926821318306	-0.07917297976331968	0.1254315705642681	2	zkd, zkn
kafa1242	0.03776178539662003	-0.0378282409386449	1.279648729502224	-0.04957268053825137	1.2917576945335714	1	kbr
kaga1256	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	cgc
kagf1238	0	-0.08711698537770912	0.4038150332728369	-0.07877172693945045	0.33712425383075995	1	gel
kagu1239	0	-0.0742609090552149	0.963776516047073	-0.07145190269795722	0.9408231000467012	1	kki
kaik1246	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	kzq
kain1272	0	-0.08786443167552856	0.23713848107230948	-0.07919729811628144	0.1574289616542474	1	kgp
kair1263	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	kxa
kaki1249	0	-0.08862768112364473	-0.6086787736488428	-0.0796318670837083	-0.7544532239827327	1	tbd
kala1377	0	-0.08861358642202871	-0.5033561462048095	-0.07962384202723093	-0.6409040770782309	1	mwp
kala1384	0	-0.07421819783819665	0.9645183503263236	-0.07142758434499544	0.9416228773746852	1	kck
kala1388	0	-0.08656601067817365	0.4804910148192528	-0.0784580201862436	0.41978922814776826	1	kqe
kala1399	0	-0.0862200498203258	0.5188654093889701	-0.07826104152725324	0.4611609625234946	1	kal
kala1400	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	kyl
kali1308	0	-0.08865185567247706	-1.1777485559654186	-0.07964563127148466	-1.367971799044054	1	fla
kalk1246	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	ktg
kalm1243	0	-0.07022469904698997	1.0256638647050147	-0.0691538183430698	1.00754433379132	1	xal
kalu1248	0	-0.08852218441760965	-0.21004674753582092	-0.07957180075189273	-0.32468492449742603	1	bco
kama1351	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	xas
kama1367	0	-0.08861358642202871	-0.5033561462048095	-0.07962384202723093	-0.6409040770782309	1	kms
kama1370	0	-0.08523769182890598	0.6037332830458175	-0.0777017194091325	0.5526576796791204	1	kbq
kamb1297	0.1140684410646388	0.1103796821146938	1.6214186731584952	0.04826734893284401	1.6825244143733764	1	kam
kamb1299	0	-0.07840389710598546	0.8787903465838147	-0.07381078293524905	0.8491988472586449	1	xbr
kamb1316	0.09643682354371884	-0.05692015494580409	1.161721621349184	-0.05965020600560949	1.181602165152903	1	ktb
kamm1249	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	kdx
kamo1255	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	kgq
kamu1260	0	-0.08860760685164616	-0.46930594497121286	-0.07962043745781627	-0.6041942892972907	1	xla
kana1286	0	-0.08865441834549816	-1.819933972208034	-0.07964709037266238	-2.0603169098571086	1	xnb
kana1288	0	-0.08854951959650133	-0.26792140674406123	-0.07958736449778826	-0.387080046419128	1	soq
kana1291	0	-0.08859778327173196	-0.4218079018201898	-0.07961484423663506	-0.5529862781574449	1	knm
kani1286	0	-0.08825737487209648	0.06495857104404933	-0.07942102696352975	-0.02819954356123266	1	kmu
kank1243	0	-0.08152181594831795	0.7879954811073264	-0.07558602270145838	0.7513121939500514	1	kne
kaon1241	0	-0.07831847467194895	0.8808681061351428	-0.0737621462293255	0.8514388960520664	1	kqn
kapi1249	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	kpg
kaqc1270	0	-0.07110027899586416	1.0134773282606468	-0.06965234457878612	0.994405933709971	1	cak
kara1476	0	-0.08865283803046849	-1.2870893919024993	-0.07964619059360278	-1.4858530078951908	1	gbd
kara1482	0	-0.08844957534867862	-0.10061028596930605	-0.07953045955185771	-0.20670062090864355	1	kah
kara1486	0	-0.08840387434646908	-0.05023572967364641	-0.07950443891418862	-0.1523914184905359	1	leu
kara1487	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	kyj
kara1499	0	-0.08864433849828185	-0.8496617760779016	-0.0796413512413634	-1.0142588802634362	1	kgv
kara1500	0	-0.08852389286629038	-0.21329729144643575	-0.0795727734860112	-0.32818936126455917	1	kpj
karb1241	0	-0.06606035538771028	1.0766692890355083	-0.06678277892929708	1.0625336799629892	1	mjw
kare1335	0	-0.08734762594960768	0.3631264566307045	-0.07890304604544401	0.29325758169586996	1	krl
kare1338	0	-0.08449195397976728	0.6531595433080197	-0.07727712096641996	0.6059445167401805	1	kbn
kari1306	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	kbj
kari1311	0	-0.0886456198347924	-0.8829456139727176	-0.07964208079195224	-1.0501424457458144	1	ktn
kark1258	0	-0.08859863749607233	-0.4255985817683306	-0.0796153306036943	-0.557073039803494	1	yuj
karn1252	0	-0.08863237935751675	-0.6566385332240114	-0.0796345421025341	-0.8061590152040845	1	bbv
karo1304	0	-0.08865407665576201	-1.5807029272501691	-0.07964689582583868	-1.8024000526036867	1	kyh
kash1277	0	0.2159190993667975	1.7279349147996552	0.09376698732431854	1.7646682355506904	1	kas
kask1239	0	-0.08865390581089394	-1.5135377727440764	-0.07964679855242683	-1.729988775170179	1	kkz
katb1237	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	tmb
kats1235	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	kaf
kaul1240	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	pss
kaur1267	1	-0.08865458919036623	-2.222888343492784	-0.07964589877336725	-1.418016847625242	1	zku
kaur1271	0	-0.08863536914270802	-0.6927625397007583	-0.07963624438724143	-0.8451045886079285	1	bpp
kava1241	0	-0.08865159940517496	-1.1556427687669113	-0.0796454853613669	-1.3441393772847618	1	ckv
kawa1283	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	xaw
kaya1315	0	-0.08297399732693855	0.7310005494856037	-0.0764128467021586	0.6898655132074352	1	pdu
kaya1319	0	-0.08865424750063008	-1.6727700436244315	-0.07964699309925052	-1.901658329537674	1	gyd
keap1239	0	-0.08782599158021212	0.24903099494779168	-0.07917541159861585	0.1702503737086374	1	khz
keda1252	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	ksx
keig1242	0	-0.08839533210306544	-0.0418487579785432	-0.07949957524359627	-0.14334935882869135	1	kec
kele1255	0	-0.08182079446744572	0.7772747199358575	-0.07575625117219077	0.7397540576337687	1	khy
kele1258	0	-0.08859223081351958	-0.3984758076367858	-0.07961168285075003	-0.5278317652639185	1	sbc
kele1259	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	ify
kelo1247	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	kyo
kemb1249	0	-0.08818476580316545	0.10698668248304094	-0.07937968576349473	0.01711129149594177	1	xem
keme1240	0	-0.08850339148212162	-0.1768265703759699	-0.07956110067658954	-0.28886999215041503	1	dmo
keng1240	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	kyq
kens1248	0	-0.08864352698515851	-0.8306625525943301	-0.07964088919265712	-0.993775669098258	1	kns
kenu1236	0	-0.08609191616927103	0.5281810260290063	-0.07818808646836793	0.4712042015504319	2	dgl, xnz
keoo1238	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	xxk
kera1248	0	-0.08787724504063403	0.2330453765415776	-0.07920459362216997	0.15301615370466862	1	hhr
kera1255	0	-0.08649767273094444	0.48855173807178953	-0.07841911082150475	0.42847955681664984	1	ker
keri1250	0	-0.07648189234016406	0.9218162667510196	-0.07271645705196933	0.8955854276956303	1	kvr
kesa1244	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	xes
kett1243	0	-0.0886456198347924	-0.8829456139727176	-0.07964208079195224	-1.0501424457458144	1	ket
kgal1244	0	-0.08586127559737247	0.5532834060028684	-0.07805676736237437	0.4982672733753285	1	xkv
khak1248	0	-0.08683466423321846	0.4460187698825154	-0.07861098262637313	0.3826244317555631	1	kjh
khal1275	0.07466496490108487	-0.08803527654360156	0.17614664403383157	-0.07926611905516326	0.11261785101777631	1	klr
kham1282	0	-0.0297002963400713	1.3167904238252837	-0.04608056505294098	1.321410150013153	1	khg
khan1274	0	-0.08806517439551434	0.1637592163015401	-0.07931159437520177	0.07831820343063602	1	kjm
khan1278	0	-0.07101485656182766	1.014692714240648	-0.06960370787286257	0.9957162508235672	1	ogo
khar1287	5.364519070865297e-5	-0.0759163958268424	0.933185350122524	-0.0723940929651081	0.9078570057793712	1	khr
khar1288	0	-0.08859479348654069	-0.408975024286982	-0.07961314195192774	-0.5391510527022121	1	kfw
khas1269	0	-0.04380781132120034	1.2483117080250374	-0.05411291703621412	1.2475827118934035	1	kha
khez1235	0	-0.0868778025624069	0.440012845546477	-0.07863554416286453	0.3761493978404387	1	nkh
khin1240	0	-0.08856276007377699	-0.3016299018497665	-0.07959490318720641	-0.4234214381558782	1	kjj
khmu1256	0	-0.05432971963364703	1.1813675513844175	-0.06010374328834653	1.1754096939839995	1	kjg
khum1248	0	-0.08592107130119803	0.5478656975262408	-0.07809081305652084	0.4924263995704545	1	cnk
khva1239	0	-0.08858027167275448	-0.3545763656182829	-0.07960487371192074	-0.4805034340994358	1	khv
kich1262	0	-0.04380781132120034	1.2483117080250374	-0.05411291703621412	1.2475827118934035	1	quc
kiku1240	0	0.25944182950839756	1.7613758928496754	0.11854738899236374	1.8007212150611924	1	kik
kili1267	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	kij
kima1244	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	kqr
kima1246	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	kig
kimm1245	0	-0.0726592384170304	0.9901926588300168	-0.07053996446189079	0.9693025498126568	1	mji
kimm1246	0	-0.08799683644828514	0.19122260856833195	-0.07927268501046293	0.10792670104103788	1	kia
kina1250	0	-0.07016063222146258	1.0265326997539763	-0.06911734081362715	1.0084810316406287	1	krj
kinn1249	0.15212981744421908	-0.08508393144764026	0.6147536395028003	-0.07724939804404354	0.6090835082980149	1	kfk
kiow1266	0	-0.08863750470355894	-0.7221824512148428	-0.07963746030488951	-0.8768224248934443	1	kio
kips1239	0	-0.00707616468550256	1.3981110233478369	-0.03319913348909061	1.4090825232309143	1	sgc
klam1254	1	-0.08865458919036623	-2.222888343492784	-0.07964704173595645	-1.9694944898076228	1	kla
kobo1249	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	kpw
koda1255	0	-0.08378551045028537	0.6924062148786059	-0.07687489540843227	0.6482566597604378	1	kfa
koho1244	0	-0.0815645271653362	0.7864917641295242	-0.07561034105442015	0.7496910249367168	1	kpm
koir1240	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	nkd
