"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"342","Spatial: local",341,0.08,0.4,-0.7,0.08,0.87,0.08,0
"343","Spatial: local",342,0.42,0.4,-0.36,0.42,1.21,0.42,0
"344","Spatial: local",343,0.09,0.36,-0.62,0.09,0.79,0.09,0
"345","Spatial: local",344,0.4,0.4,-0.38,0.4,1.18,0.4,0
"346","Spatial: local",345,-0.63,0.25,-1.11,-0.63,-0.14,-0.63,0
"347","Spatial: local",346,-0.88,0.26,-1.39,-0.88,-0.38,-0.88,0
"348","Spatial: local",347,-0.9,0.24,-1.37,-0.9,-0.43,-0.9,0
"349","Spatial: local",348,-0.48,0.28,-1.04,-0.48,0.07,-0.48,0
"350","Spatial: local",349,-0.95,0.29,-1.52,-0.95,-0.39,-0.95,0
"351","Spatial: local",350,-0.59,0.24,-1.07,-0.59,-0.12,-0.59,0
"352","Spatial: local",351,-0.74,0.26,-1.25,-0.74,-0.24,-0.74,0
"353","Spatial: local",352,0.05,0.32,-0.59,0.05,0.69,0.05,0
"354","Spatial: local",353,0.21,0.34,-0.46,0.21,0.89,0.21,0
"355","Spatial: local",354,0.09,0.34,-0.58,0.09,0.76,0.09,0
"356","Spatial: local",355,0.02,0.33,-0.64,0.02,0.68,0.02,0
"357","Spatial: local",356,-0.22,0.36,-0.93,-0.22,0.5,-0.22,0
"358","Spatial: local",357,-0.19,0.41,-1,-0.19,0.62,-0.19,0
"359","Spatial: local",358,-0.66,0.24,-1.14,-0.66,-0.18,-0.66,0
"360","Spatial: local",359,-0.84,0.24,-1.31,-0.84,-0.36,-0.83,0
"361","Spatial: local",360,0.24,0.3,-0.36,0.24,0.83,0.24,0
"362","Spatial: local",361,0.3,0.34,-0.37,0.3,0.98,0.3,0
"363","Spatial: local",362,0.13,0.29,-0.43,0.13,0.7,0.13,0
"364","Spatial: local",363,-0.08,0.34,-0.75,-0.08,0.58,-0.08,0
"365","Spatial: local",364,-0.15,0.33,-0.8,-0.15,0.51,-0.15,0
"366","Spatial: local",365,-0.6,0.27,-1.14,-0.6,-0.07,-0.6,0
"367","Spatial: local",366,-0.85,0.24,-1.32,-0.85,-0.38,-0.85,0
"368","Spatial: local",367,-0.68,0.27,-1.21,-0.68,-0.15,-0.68,0
"369","Spatial: local",368,-0.57,0.27,-1.09,-0.57,-0.04,-0.57,0
"370","Spatial: local",369,-0.72,0.25,-1.21,-0.72,-0.22,-0.72,0
"371","Spatial: local",370,-0.49,0.27,-1.01,-0.49,0.04,-0.49,0
"372","Spatial: local",371,-0.21,0.29,-0.77,-0.21,0.35,-0.21,0
"373","Spatial: local",372,-0.43,0.28,-0.98,-0.43,0.12,-0.43,0
"374","Spatial: local",373,-0.42,0.32,-1.05,-0.42,0.21,-0.42,0
"375","Spatial: local",374,-0.94,0.26,-1.45,-0.94,-0.44,-0.94,0
"376","Spatial: local",375,-0.41,0.25,-0.9,-0.41,0.08,-0.41,0
"377","Spatial: local",376,0.28,0.27,-0.25,0.28,0.81,0.28,0
"378","Spatial: local",377,0.27,0.25,-0.23,0.27,0.76,0.27,0
"379","Spatial: local",378,0.25,0.25,-0.25,0.25,0.75,0.25,0
"380","Spatial: local",379,0.21,0.31,-0.4,0.21,0.82,0.21,0
"381","Spatial: local",380,-0.11,0.25,-0.6,-0.11,0.37,-0.11,0
"382","Spatial: local",381,-0.15,0.27,-0.69,-0.15,0.38,-0.15,0
"383","Spatial: local",382,-0.12,0.27,-0.64,-0.12,0.41,-0.12,0
"384","Spatial: local",383,0.17,0.3,-0.42,0.17,0.76,0.17,0
"385","Spatial: local",384,-0.08,0.26,-0.58,-0.08,0.42,-0.08,0
"386","Spatial: local",385,0.01,0.26,-0.51,0.01,0.52,0.01,0
"387","Spatial: local",386,0.2,0.27,-0.34,0.2,0.73,0.2,0
"388","Spatial: local",387,0.2,0.24,-0.28,0.2,0.68,0.2,0
"389","Spatial: local",388,0.02,0.25,-0.46,0.02,0.51,0.02,0
"390","Spatial: local",389,0.09,0.25,-0.4,0.09,0.58,0.09,0
"391","Spatial: local",390,0.24,0.27,-0.28,0.24,0.76,0.24,0
"392","Spatial: local",391,0.19,0.31,-0.42,0.19,0.8,0.19,0
"393","Spatial: local",392,0.04,0.38,-0.71,0.04,0.8,0.04,0
"394","Spatial: local",393,0.25,0.3,-0.34,0.25,0.84,0.25,0
"395","Spatial: local",394,0.2,0.31,-0.41,0.2,0.8,0.2,0
"396","Spatial: local",395,0.3,0.31,-0.3,0.3,0.9,0.3,0
"397","Spatial: local",396,-0.28,0.33,-0.94,-0.28,0.38,-0.28,0
"398","Spatial: local",397,0.29,0.34,-0.37,0.29,0.96,0.29,0
"399","Spatial: local",398,0.01,0.48,-0.93,0.01,0.94,0.01,0
"400","Spatial: local",399,0.22,0.45,-0.66,0.22,1.1,0.22,0
"401","Spatial: local",400,0.26,0.39,-0.51,0.26,1.04,0.26,0
"402","Spatial: local",401,0.37,0.49,-0.58,0.37,1.33,0.37,0
"403","Spatial: local",402,0.15,0.3,-0.43,0.15,0.74,0.15,0
"404","Spatial: local",403,0.23,0.3,-0.36,0.23,0.83,0.23,0
"405","Spatial: local",404,0.25,0.43,-0.58,0.25,1.09,0.25,0
"406","Spatial: local",405,0.4,0.46,-0.5,0.4,1.3,0.4,0
"407","Spatial: local",406,0.02,0.4,-0.77,0.02,0.8,0.02,0
"408","Spatial: local",407,0.01,0.38,-0.73,0.01,0.76,0.01,0
"409","Spatial: local",408,-0.39,0.34,-1.05,-0.39,0.27,-0.39,0
"410","Spatial: local",409,-0.13,0.26,-0.64,-0.13,0.37,-0.13,0
"411","Spatial: local",410,-0.28,0.34,-0.95,-0.28,0.39,-0.28,0
"412","Spatial: local",411,0.31,0.28,-0.24,0.31,0.87,0.31,0
"413","Spatial: local",412,-0.38,0.37,-1.1,-0.38,0.34,-0.38,0
"414","Spatial: local",413,0.05,0.39,-0.71,0.05,0.81,0.05,0
"415","Spatial: local",414,0.04,0.39,-0.72,0.04,0.8,0.04,0
"416","Spatial: local",415,0.18,0.43,-0.68,0.18,1.03,0.18,0
"417","Spatial: local",416,-0.21,0.44,-1.07,-0.21,0.64,-0.21,0
"418","Spatial: local",417,0.03,0.43,-0.82,0.03,0.88,0.03,0
"419","Spatial: local",418,-0.14,0.45,-1.03,-0.14,0.75,-0.13,0
"420","Spatial: local",419,-0.12,0.35,-0.82,-0.12,0.58,-0.12,0
"421","Spatial: local",420,0.3,0.35,-0.38,0.3,0.98,0.3,0
"422","Spatial: local",421,0.11,0.37,-0.62,0.11,0.83,0.11,0
"423","Spatial: local",422,0.75,0.41,-0.06,0.75,1.56,0.74,0
"424","Spatial: local",423,0.58,0.36,-0.13,0.57,1.28,0.57,0
"425","Spatial: local",424,-0.13,0.42,-0.96,-0.13,0.7,-0.13,0
"426","Spatial: local",425,0.36,0.38,-0.39,0.36,1.12,0.36,0
"427","Spatial: local",426,0.31,0.38,-0.44,0.31,1.06,0.31,0
"428","Spatial: local",427,0.37,0.36,-0.35,0.37,1.08,0.36,0
"429","Spatial: local",428,-0.87,0.4,-1.65,-0.87,-0.1,-0.87,0
"430","Spatial: local",429,-0.83,0.38,-1.57,-0.83,-0.09,-0.83,0
"431","Spatial: local",430,-0.84,0.37,-1.57,-0.84,-0.12,-0.84,0
"432","Spatial: local",431,-1.03,0.37,-1.75,-1.03,-0.31,-1.03,0
"433","Spatial: local",432,-0.65,0.46,-1.56,-0.65,0.25,-0.65,0
"434","Spatial: local",433,0.09,0.39,-0.67,0.09,0.85,0.09,0
"435","Spatial: local",434,-0.21,0.46,-1.11,-0.21,0.68,-0.21,0
"436","Spatial: local",435,0.04,0.36,-0.66,0.04,0.74,0.04,0
"437","Spatial: local",436,-0.07,0.34,-0.74,-0.07,0.59,-0.07,0
"438","Spatial: local",437,-0.07,0.35,-0.77,-0.07,0.63,-0.07,0
"439","Spatial: local",438,-0.28,0.32,-0.89,-0.28,0.34,-0.28,0
"440","Spatial: local",439,0.03,0.37,-0.7,0.03,0.77,0.03,0
"441","Spatial: local",440,-0.05,0.39,-0.8,-0.04,0.71,-0.04,0
"442","Spatial: local",441,-0.14,0.42,-0.97,-0.14,0.69,-0.14,0
"443","Spatial: local",442,0.05,0.36,-0.65,0.05,0.76,0.05,0
"444","Spatial: local",443,-0.29,0.29,-0.85,-0.29,0.27,-0.29,0
"445","Spatial: local",444,-0.21,0.28,-0.76,-0.21,0.34,-0.21,0
"446","Spatial: local",445,-0.17,0.3,-0.76,-0.17,0.42,-0.17,0
"447","Spatial: local",446,0.03,0.34,-0.63,0.03,0.69,0.03,0
"448","Spatial: local",447,0.12,0.39,-0.65,0.12,0.89,0.12,0
"449","Spatial: local",448,-0.29,0.38,-1.05,-0.29,0.45,-0.29,0
"450","Spatial: local",449,-0.46,0.36,-1.18,-0.46,0.25,-0.46,0
"451","Spatial: local",450,0.13,0.39,-0.63,0.13,0.89,0.13,0
"452","Spatial: local",451,-0.25,0.46,-1.15,-0.25,0.64,-0.25,0
"453","Spatial: local",452,0.34,0.49,-0.62,0.34,1.3,0.34,0
"454","Spatial: local",453,-0.47,0.45,-1.36,-0.47,0.41,-0.47,0
"455","Spatial: local",454,-0.31,0.42,-1.13,-0.31,0.52,-0.31,0
"456","Spatial: local",455,-0.64,0.36,-1.36,-0.64,0.07,-0.64,0
"457","Spatial: local",456,-0.15,0.36,-0.85,-0.15,0.56,-0.15,0
"458","Spatial: local",457,-0.83,0.47,-1.75,-0.83,0.08,-0.83,0
"459","Spatial: local",458,-0.98,0.4,-1.76,-0.98,-0.2,-0.98,0
"460","Spatial: local",459,-1.11,0.41,-1.92,-1.11,-0.31,-1.11,0
"461","Spatial: local",460,-0.76,0.46,-1.66,-0.76,0.13,-0.76,0
"462","Spatial: local",461,-0.84,0.42,-1.66,-0.84,-0.03,-0.84,0
"463","Spatial: local",462,-0.9,0.45,-1.79,-0.9,-0.01,-0.89,0
"464","Spatial: local",463,-0.84,0.47,-1.75,-0.83,0.08,-0.83,0
"465","Spatial: local",464,-1.04,0.44,-1.91,-1.04,-0.17,-1.03,0
"466","Spatial: local",465,-0.7,0.44,-1.57,-0.7,0.17,-0.7,0
"467","Spatial: local",466,0.15,0.47,-0.77,0.15,1.07,0.15,0
"468","Spatial: local",467,0.38,0.47,-0.54,0.38,1.3,0.38,0
"469","Spatial: local",468,-0.58,0.48,-1.52,-0.58,0.36,-0.58,0
"470","Spatial: local",469,-0.47,0.41,-1.28,-0.47,0.34,-0.47,0
"471","Spatial: local",470,-0.84,0.41,-1.65,-0.84,-0.04,-0.84,0
"472","Spatial: local",471,-0.68,0.38,-1.43,-0.68,0.07,-0.68,0
"473","Spatial: local",472,-0.2,0.34,-0.87,-0.2,0.48,-0.2,0
"474","Spatial: local",473,0.11,0.44,-0.75,0.11,0.97,0.11,0
"475","Spatial: local",474,-0.66,0.31,-1.27,-0.66,-0.06,-0.66,0
"476","Spatial: local",475,-0.67,0.31,-1.29,-0.67,-0.06,-0.67,0
"477","Spatial: local",476,-0.5,0.39,-1.26,-0.5,0.25,-0.5,0
"478","Spatial: local",477,-0.59,0.43,-1.44,-0.59,0.26,-0.59,0
"479","Spatial: local",478,-0.41,0.35,-1.11,-0.41,0.28,-0.41,0
"480","Spatial: local",479,-1.01,0.38,-1.76,-1.01,-0.25,-1,0
"481","Spatial: local",480,0.34,0.34,-0.32,0.34,1.01,0.34,0
"482","Spatial: local",481,0.36,0.35,-0.33,0.36,1.06,0.36,0
"483","Spatial: local",482,0.32,0.34,-0.36,0.31,0.99,0.31,0
"484","Spatial: local",483,-0.51,0.4,-1.31,-0.51,0.28,-0.51,0
"485","Spatial: local",484,-0.54,0.4,-1.33,-0.54,0.26,-0.54,0
"486","Spatial: local",485,-0.75,0.43,-1.59,-0.75,0.09,-0.75,0
"487","Spatial: local",486,-0.73,0.44,-1.59,-0.73,0.12,-0.73,0
"488","Spatial: local",487,-0.35,0.39,-1.13,-0.35,0.42,-0.35,0
"489","Spatial: local",488,-0.83,0.4,-1.61,-0.83,-0.06,-0.83,0
"490","Spatial: local",489,-1.03,0.4,-1.83,-1.03,-0.24,-1.03,0
"491","Spatial: local",490,-0.88,0.41,-1.69,-0.88,-0.08,-0.88,0
"492","Spatial: local",491,-0.94,0.4,-1.72,-0.94,-0.16,-0.94,0
"493","Spatial: local",492,-0.71,0.44,-1.58,-0.71,0.16,-0.71,0
"494","Spatial: local",493,-0.49,0.42,-1.32,-0.49,0.33,-0.49,0
"495","Spatial: local",494,-0.86,0.4,-1.64,-0.86,-0.08,-0.86,0
"496","Spatial: local",495,-0.89,0.39,-1.65,-0.89,-0.13,-0.88,0
"497","Spatial: local",496,-0.84,0.38,-1.58,-0.84,-0.1,-0.84,0
"498","Spatial: local",497,-0.79,0.39,-1.55,-0.78,-0.02,-0.78,0
"499","Spatial: local",498,-0.22,0.45,-1.1,-0.22,0.66,-0.22,0
"500","Spatial: local",499,0.54,0.43,-0.3,0.54,1.39,0.54,0
"501","Spatial: local",500,0.67,0.45,-0.21,0.67,1.55,0.67,0
"502","Spatial: local",501,0.69,0.39,-0.08,0.69,1.45,0.68,0
"503","Spatial: local",502,-0.32,0.39,-1.09,-0.32,0.45,-0.32,0
"504","Spatial: local",503,0.31,0.42,-0.52,0.31,1.14,0.31,0
"505","Spatial: local",504,-0.29,0.42,-1.12,-0.29,0.53,-0.29,0
"506","Spatial: local",505,0.31,0.43,-0.54,0.31,1.16,0.31,0
"507","Spatial: local",506,-0.21,0.42,-1.04,-0.21,0.62,-0.21,0
"508","Spatial: local",507,-0.73,0.32,-1.35,-0.73,-0.11,-0.73,0
"509","Spatial: local",508,-0.42,0.45,-1.29,-0.42,0.46,-0.41,0
"510","Spatial: local",509,-0.39,0.46,-1.31,-0.39,0.52,-0.39,0
"511","Spatial: local",510,-0.64,0.39,-1.42,-0.64,0.13,-0.64,0
"512","Spatial: local",511,-0.73,0.33,-1.37,-0.73,-0.09,-0.73,0
"513","Spatial: local",512,-0.3,0.48,-1.25,-0.3,0.64,-0.3,0
"514","Spatial: local",513,-0.74,0.31,-1.35,-0.74,-0.13,-0.74,0
"515","Spatial: local",514,-0.75,0.3,-1.33,-0.75,-0.16,-0.75,0
"516","Spatial: local",515,-0.77,0.31,-1.38,-0.77,-0.15,-0.77,0
"517","Spatial: local",516,-0.36,0.44,-1.23,-0.36,0.51,-0.36,0
"518","Spatial: local",517,-0.64,0.38,-1.39,-0.64,0.11,-0.64,0
"519","Spatial: local",518,-0.24,0.43,-1.08,-0.24,0.6,-0.24,0
"520","Spatial: local",519,-0.52,0.48,-1.46,-0.52,0.42,-0.52,0
"521","Spatial: local",520,-0.3,0.43,-1.13,-0.3,0.54,-0.3,0
"522","Spatial: local",521,-0.3,0.43,-1.14,-0.3,0.54,-0.3,0
"523","Spatial: local",522,-0.3,0.39,-1.06,-0.29,0.47,-0.29,0
"524","Spatial: local",523,0,0.49,-0.95,0,0.96,0,0
"525","Spatial: local",524,0.67,0.39,-0.09,0.67,1.43,0.67,0
"526","Spatial: local",525,-0.51,0.49,-1.47,-0.51,0.45,-0.51,0
"527","Spatial: local",526,0.45,0.48,-0.49,0.45,1.39,0.45,0
"528","Spatial: local",527,0.36,0.49,-0.6,0.36,1.32,0.36,0
"529","Spatial: local",528,0.33,0.46,-0.57,0.33,1.23,0.33,0
"530","Spatial: local",529,0.17,0.47,-0.75,0.17,1.08,0.16,0
"531","Spatial: local",530,-0.2,0.47,-1.13,-0.2,0.72,-0.2,0
"532","Spatial: local",531,-0.28,0.48,-1.23,-0.28,0.67,-0.28,0
"533","Spatial: local",532,-0.24,0.49,-1.2,-0.24,0.71,-0.24,0
"534","Spatial: local",533,-0.12,0.49,-1.09,-0.12,0.83,-0.12,0
"535","Spatial: local",534,0.28,0.49,-0.68,0.28,1.24,0.28,0
"536","Spatial: local",535,0.18,0.46,-0.72,0.18,1.09,0.18,0
"537","Spatial: local",536,0.04,0.49,-0.92,0.04,1,0.04,0
"538","Spatial: local",537,0.01,0.48,-0.94,0.01,0.96,0.01,0
"539","Spatial: local",538,0.53,0.48,-0.42,0.53,1.48,0.52,0
"540","Spatial: local",539,-0.17,0.48,-1.11,-0.17,0.77,-0.17,0
"541","Spatial: local",540,-0.35,0.49,-1.31,-0.35,0.6,-0.35,0
"542","Spatial: local",541,0.06,0.44,-0.8,0.06,0.91,0.06,0
"543","Spatial: local",542,0.47,0.49,-0.49,0.47,1.44,0.47,0
"544","Spatial: local",543,0.22,0.33,-0.44,0.22,0.87,0.22,0
"545","Spatial: local",544,0.06,0.36,-0.64,0.06,0.75,0.06,0
"546","Spatial: local",545,0.19,0.34,-0.47,0.19,0.86,0.19,0
"547","Spatial: local",546,0.19,0.32,-0.43,0.19,0.81,0.19,0
"548","Spatial: local",547,0.5,0.33,-0.15,0.5,1.16,0.5,0
"549","Spatial: local",548,0.18,0.31,-0.43,0.18,0.79,0.18,0
"550","Spatial: local",549,0.37,0.35,-0.31,0.37,1.06,0.37,0
"551","Spatial: local",550,0.66,0.26,0.15,0.66,1.16,0.66,0
"552","Spatial: local",551,0.76,0.32,0.15,0.76,1.38,0.76,0
"553","Spatial: local",552,0.71,0.27,0.18,0.71,1.23,0.71,0
"554","Spatial: local",553,0.51,0.26,0,0.51,1.03,0.51,0
"555","Spatial: local",554,0.49,0.27,-0.05,0.49,1.02,0.49,0
"556","Spatial: local",555,0.63,0.27,0.1,0.63,1.15,0.63,0
"557","Spatial: local",556,0.6,0.25,0.1,0.6,1.1,0.6,0
"558","Spatial: local",557,0.65,0.33,0,0.65,1.3,0.65,0
"559","Spatial: local",558,0.8,0.4,0.03,0.8,1.58,0.8,0
"560","Spatial: local",559,0.85,0.38,0.1,0.85,1.6,0.85,0
"561","Spatial: local",560,0.26,0.43,-0.59,0.26,1.11,0.26,0
"562","Spatial: local",561,0.19,0.46,-0.72,0.19,1.1,0.19,0
"563","Spatial: local",562,0.04,0.47,-0.89,0.04,0.96,0.04,0
"564","Spatial: local",563,-0.11,0.49,-1.08,-0.11,0.84,-0.11,0
"565","Spatial: local",564,-0.4,0.49,-1.36,-0.4,0.56,-0.39,0
"566","Spatial: local",565,0.43,0.49,-0.53,0.43,1.4,0.43,0
"567","Spatial: local",566,-0.27,0.49,-1.24,-0.27,0.69,-0.27,0
"568","Spatial: local",567,-0.14,0.49,-1.1,-0.14,0.82,-0.14,0
"569","Spatial: local",568,-0.15,0.49,-1.11,-0.15,0.81,-0.15,0
"570","Spatial: local",569,0.07,0.4,-0.72,0.07,0.85,0.07,0
"571","Spatial: local",570,0.15,0.49,-0.81,0.15,1.11,0.15,0
"572","Spatial: local",571,-0.42,0.49,-1.38,-0.42,0.54,-0.42,0
"573","Spatial: local",572,-0.12,0.49,-1.08,-0.12,0.84,-0.12,0
"574","Spatial: local",573,-0.39,0.44,-1.26,-0.39,0.47,-0.39,0
"575","Spatial: local",574,0.08,0.49,-0.88,0.08,1.04,0.08,0
"576","Spatial: local",575,-0.59,0.43,-1.44,-0.59,0.26,-0.59,0
"577","Spatial: local",576,0.47,0.49,-0.49,0.46,1.43,0.46,0
"578","Spatial: local",577,-0.07,0.49,-1.03,-0.07,0.89,-0.07,0
"579","Spatial: local",578,0.34,0.49,-0.62,0.34,1.3,0.34,0
"580","Spatial: local",579,-0.53,0.42,-1.36,-0.53,0.29,-0.53,0
"581","Spatial: local",580,-0.69,0.45,-1.57,-0.69,0.2,-0.68,0
"582","Spatial: local",581,-0.75,0.49,-1.71,-0.75,0.21,-0.74,0
"583","Spatial: local",582,-0.51,0.49,-1.47,-0.51,0.44,-0.51,0
"584","Spatial: local",583,-0.42,0.47,-1.34,-0.42,0.5,-0.42,0
"585","Spatial: local",584,-0.97,0.45,-1.86,-0.97,-0.08,-0.96,0
"586","Spatial: local",585,-0.29,0.49,-1.25,-0.29,0.67,-0.28,0
"587","Spatial: local",586,-0.86,0.46,-1.76,-0.85,0.04,-0.85,0
"588","Spatial: local",587,-0.75,0.48,-1.7,-0.75,0.19,-0.75,0
"589","Spatial: local",588,-0.72,0.48,-1.66,-0.72,0.22,-0.71,0
"590","Spatial: local",589,-0.46,0.48,-1.4,-0.46,0.48,-0.46,0
"591","Spatial: local",590,-0.7,0.49,-1.67,-0.7,0.25,-0.7,0
"592","Spatial: local",591,-0.44,0.46,-1.35,-0.44,0.47,-0.44,0
"593","Spatial: local",592,-0.52,0.49,-1.49,-0.52,0.44,-0.52,0
"594","Spatial: local",593,-0.47,0.45,-1.36,-0.47,0.42,-0.47,0
"595","Spatial: local",594,-0.28,0.49,-1.24,-0.28,0.68,-0.28,0
"596","Spatial: local",595,-0.62,0.45,-1.51,-0.62,0.26,-0.62,0
"597","Spatial: local",596,-0.25,0.49,-1.21,-0.25,0.71,-0.25,0
"598","Spatial: local",597,-0.52,0.48,-1.47,-0.52,0.42,-0.52,0
"599","Spatial: local",598,-0.2,0.49,-1.16,-0.2,0.75,-0.2,0
"600","Spatial: local",599,0.43,0.49,-0.53,0.43,1.4,0.43,0
"601","Spatial: local",600,0.06,0.49,-0.9,0.06,1.02,0.06,0
"602","Spatial: local",601,-0.06,0.49,-1.01,-0.06,0.9,-0.06,0
"603","Spatial: local",602,-0.49,0.37,-1.22,-0.49,0.24,-0.49,0
"604","Spatial: local",603,-0.46,0.32,-1.09,-0.46,0.17,-0.46,0
"605","Spatial: local",604,-0.02,0.32,-0.65,-0.02,0.61,-0.02,0
"606","Spatial: local",605,-0.23,0.3,-0.82,-0.23,0.35,-0.23,0
"607","Spatial: local",606,-0.53,0.43,-1.36,-0.53,0.3,-0.53,0
"608","Spatial: local",607,-0.46,0.31,-1.06,-0.46,0.14,-0.46,0
"609","Spatial: local",608,-0.49,0.33,-1.14,-0.49,0.16,-0.49,0
"610","Spatial: local",609,-0.42,0.3,-1.01,-0.42,0.17,-0.42,0
"611","Spatial: local",610,-0.67,0.39,-1.43,-0.67,0.09,-0.66,0
"612","Spatial: local",611,-0.64,0.39,-1.42,-0.64,0.13,-0.64,0
"613","Spatial: local",612,0.39,0.38,-0.35,0.39,1.14,0.39,0
"614","Spatial: local",613,0.71,0.41,-0.09,0.71,1.51,0.71,0
"615","Spatial: local",614,-0.48,0.29,-1.04,-0.48,0.08,-0.48,0
"616","Spatial: local",615,-0.19,0.31,-0.8,-0.19,0.42,-0.19,0
"617","Spatial: local",616,-0.47,0.29,-1.04,-0.47,0.09,-0.47,0
"618","Spatial: local",617,-0.52,0.28,-1.07,-0.52,0.03,-0.52,0
"619","Spatial: local",618,-0.29,0.42,-1.11,-0.29,0.52,-0.29,0
"620","Spatial: local",619,-0.57,0.41,-1.37,-0.57,0.24,-0.57,0
"621","Spatial: local",620,0.11,0.33,-0.55,0.11,0.76,0.11,0
"622","Spatial: local",621,-0.13,0.4,-0.92,-0.13,0.66,-0.13,0
"623","Spatial: local",622,0.14,0.34,-0.52,0.14,0.8,0.14,0
"624","Spatial: local",623,-0.56,0.25,-1.06,-0.56,-0.07,-0.56,0
"625","Spatial: local",624,-0.45,0.26,-0.96,-0.45,0.06,-0.45,0
"626","Spatial: local",625,-0.47,0.25,-0.97,-0.47,0.02,-0.47,0
"627","Spatial: local",626,-0.37,0.28,-0.93,-0.37,0.19,-0.37,0
"628","Spatial: local",627,-0.04,0.29,-0.61,-0.04,0.52,-0.04,0
"629","Spatial: local",628,-0.47,0.25,-0.96,-0.47,0.02,-0.47,0
"630","Spatial: local",629,-0.44,0.26,-0.95,-0.44,0.06,-0.44,0
"631","Spatial: local",630,-0.38,0.26,-0.88,-0.38,0.13,-0.38,0
"632","Spatial: local",631,-0.48,0.25,-0.98,-0.48,0.01,-0.48,0
"633","Spatial: local",632,-0.55,0.25,-1.04,-0.55,-0.05,-0.55,0
"634","Spatial: local",633,-0.56,0.26,-1.07,-0.56,-0.05,-0.55,0
"635","Spatial: local",634,-0.45,0.28,-0.99,-0.45,0.09,-0.45,0
"636","Spatial: local",635,0.32,0.35,-0.37,0.32,1.01,0.32,0
"637","Spatial: local",636,0.06,0.26,-0.46,0.06,0.58,0.06,0
"638","Spatial: local",637,0.03,0.28,-0.52,0.03,0.58,0.03,0
"639","Spatial: local",638,0.25,0.31,-0.36,0.25,0.86,0.25,0
"640","Spatial: local",639,-0.17,0.37,-0.89,-0.17,0.56,-0.17,0
"641","Spatial: local",640,-0.19,0.32,-0.82,-0.19,0.44,-0.19,0
"642","Spatial: local",641,-0.28,0.4,-1.06,-0.28,0.5,-0.27,0
"643","Spatial: local",642,-0.09,0.3,-0.67,-0.09,0.48,-0.09,0
"644","Spatial: local",643,-0.26,0.36,-0.97,-0.26,0.45,-0.26,0
"645","Spatial: local",644,-0.38,0.43,-1.22,-0.38,0.46,-0.37,0
"646","Spatial: local",645,-0.49,0.29,-1.05,-0.49,0.07,-0.49,0
"647","Spatial: local",646,-0.48,0.31,-1.1,-0.48,0.13,-0.48,0
"648","Spatial: local",647,-0.42,0.27,-0.94,-0.42,0.1,-0.42,0
"649","Spatial: local",648,-0.46,0.29,-1.03,-0.46,0.1,-0.46,0
"650","Spatial: local",649,-0.37,0.34,-1.04,-0.37,0.29,-0.37,0
"651","Spatial: local",650,0.11,0.27,-0.43,0.11,0.64,0.11,0
"652","Spatial: local",651,0.17,0.28,-0.38,0.17,0.72,0.17,0
"653","Spatial: local",652,-0.16,0.27,-0.7,-0.16,0.38,-0.16,0
"654","Spatial: local",653,-0.03,0.29,-0.59,-0.03,0.53,-0.03,0
"655","Spatial: local",654,0.65,0.39,-0.11,0.65,1.41,0.65,0
"656","Spatial: local",655,-0.26,0.37,-0.99,-0.26,0.46,-0.26,0
"657","Spatial: local",656,-0.14,0.37,-0.88,-0.14,0.59,-0.14,0
"658","Spatial: local",657,-0.23,0.34,-0.9,-0.23,0.44,-0.23,0
"659","Spatial: local",658,-0.42,0.37,-1.15,-0.42,0.3,-0.42,0
"660","Spatial: local",659,-0.45,0.39,-1.21,-0.45,0.3,-0.45,0
"661","Spatial: local",660,-0.59,0.33,-1.25,-0.59,0.06,-0.59,0
"662","Spatial: local",661,0.05,0.37,-0.67,0.05,0.78,0.05,0
"663","Spatial: local",662,-0.08,0.32,-0.71,-0.08,0.55,-0.08,0
"664","Spatial: local",663,-0.13,0.31,-0.75,-0.13,0.49,-0.13,0
"665","Spatial: local",664,-0.49,0.35,-1.18,-0.49,0.2,-0.49,0
"666","Spatial: local",665,0.14,0.28,-0.41,0.14,0.69,0.14,0
"667","Spatial: local",666,0.14,0.31,-0.47,0.14,0.76,0.14,0
"668","Spatial: local",667,0.11,0.29,-0.46,0.11,0.68,0.11,0
"669","Spatial: local",668,-0.65,0.41,-1.46,-0.65,0.15,-0.65,0
"670","Spatial: local",669,-0.43,0.37,-1.16,-0.43,0.31,-0.43,0
"671","Spatial: local",670,0.05,0.46,-0.84,0.05,0.94,0.05,0
"672","Spatial: local",671,-0.04,0.38,-0.78,-0.04,0.69,-0.04,0
"673","Spatial: local",672,-0.39,0.49,-1.35,-0.39,0.57,-0.39,0
"674","Spatial: local",673,-0.02,0.49,-0.98,-0.02,0.94,-0.02,0
"675","Spatial: local",674,-0.43,0.42,-1.27,-0.43,0.4,-0.43,0
"676","Spatial: local",675,-0.07,0.49,-1.03,-0.07,0.88,-0.07,0
"677","Spatial: local",676,0.33,0.43,-0.51,0.33,1.17,0.33,0
"678","Spatial: local",677,0.18,0.41,-0.63,0.18,0.98,0.18,0
"679","Spatial: local",678,0.3,0.47,-0.61,0.3,1.22,0.3,0
"680","Spatial: local",679,0.07,0.44,-0.79,0.07,0.94,0.07,0
"681","Spatial: local",680,-0.36,0.49,-1.32,-0.36,0.6,-0.35,0
"682","Spatial: local",681,-0.12,0.47,-1.05,-0.12,0.81,-0.12,0
